ts,value,lag_1d,lag_2d,lag_7d,block_sin,block_cos,dow,is_weekend,is_holiday,month_sin,month_cos,temperature_2m,precipitation,cloud_cover
2026-06-18 10:30:00,3021.64,2969.68,3156.49,3217.53,0.32143946530316175,-0.9469301294951056,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 10:45:00,3035.18,3031.45,3152.29,3191.17,0.258819045102521,-0.9659258262890682,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 11:00:00,3051.79,3027.58,3091.99,3226.35,0.19509032201612816,-0.9807852804032304,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 11:15:00,3014.12,2992.86,3146.24,3219.73,0.130526192220052,-0.9914448613738104,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 11:30:00,2980.05,3002.0,3150.56,3229.32,0.06540312923014312,-0.9978589232386035,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 11:45:00,2973.57,3004.4,3083.81,3219.08,1.2246467991473532e-16,-1.0,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 12:00:00,3060.01,3006.46,3168.8,3170.59,-0.06540312923014287,-0.9978589232386035,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 12:15:00,3032.78,3042.59,3157.12,3252.37,-0.13052619222005177,-0.9914448613738104,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 12:30:00,3070.87,3027.06,3190.93,3268.19,-0.19509032201612792,-0.9807852804032305,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 12:45:00,2996.21,3021.83,3143.93,3271.34,-0.2588190451025208,-0.9659258262890683,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 13:00:00,3000.47,2987.63,3107.35,3190.93,-0.32143946530316153,-0.9469301294951057,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 13:15:00,3058.66,3002.2,3102.81,3241.34,-0.38268343236508967,-0.9238795325112868,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 13:30:00,3042.52,3069.42,3173.98,3237.11,-0.44228869021900147,-0.8968727415326883,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 13:45:00,3095.4,3110.53,3232.09,3332.11,-0.4999999999999997,-0.8660254037844388,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 14:00:00,3170.19,3219.95,3321.07,3432.34,-0.555570233019602,-0.8314696123025455,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 14:15:00,3266.75,3299.39,3467.42,3553.13,-0.6087614290087207,-0.7933533402912352,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
